date,home_team,away_team,home_score,away_score,competition,stadium,city,country
11/24/2012,Wales,New Zealand,10,33,2012 Autumn International,Millennium Stadium,Cardiff,Wales
11/24/2012,England,South Africa,15,16,2012 Autumn International,Twickenham,London,England
11/24/2012,Italy,Australia,19,22,2012 Autumn International,Stadio Artemio Franchi,Florence,Italy
12/1/2012,Wales,Australia,12,14,2012 Autumn International,Millennium Stadium,Cardiff,Wales
12/1/2012,England,New Zealand,38,21,2012 Autumn International,Twickenham,London,England
2/2/2013,Wales,Ireland,22,30,2013 Six Nations Championship,Millennium Stadium,Cardiff,Wales
2/2/2013,England,Scotland,38,18,2013 Six Nations Championship,Twickenham Stadium,London,England
2/3/2013,Italy,France,23,18,2013 Six Nations Championship,Stadio Olimpico,Rome,Italy
2/9/2013,Scotland,Italy,34,10,2013 Six Nations Championship,Murrayfield,Edinburgh,Scotland
2/9/2013,France,Wales,6,16,2013 Six Nations Championship,Stade de France,Paris,France
2/10/2013,Ireland,England,6,12,2013 Six Nations Championship,Aviva Stadium,Dublin,Ireland
2/23/2013,England,France,23,13,2013 Six Nations Championship,Twickenham,London,England
2/23/2013,Italy,Wales,9,26,2013 Six Nations,Stadio Olimpico,Rome,Italy
2/24/2013,Scotland,Ireland,12,8,2013 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
3/9/2013,Scotland,Wales,18,28,2013 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
3/9/2013,Ireland,France,13,13,2013 Six Nations Championship,Aviva Stadium,Dublin,Ireland
3/10/2013,England,Italy,18,11,2013 Six Nations Championship,Twickenham,London,England
3/16/2013,Wales,England,30,3,2013 Six Nations Championship,Millennium Stadium,Cardiff,Wales
3/16/2013,France,Scotland,23,16,2013 Six Nations Championship,Stade de France,Saint-Denis,France
3/16/2013,Italy,Ireland,22,15,2013 Six Nations Championship,Stadio Olimpico,Rome,Italy
6/8/2013,Argentina,England,3,32,2013 England tour of Argentina,Estadio Padre Ernesto Martearena,Salta,Argentina
6/8/2013,New Zealand,France,23,13,2013 French tour to New Zealand,Eden Park,Auckland,New Zealand
6/8/2013,South Africa,Italy,44,10,2013 South African quadrangular tournament,Kings Park Stadium,Durban,South Africa
6/15/2013,Argentina,England,26,51,2013 England tour of Argentina,Vélez Sársfield,Buenos Aires,Argentina
6/15/2013,South Africa,Scotland,30,17,South African Quadrangular tournament,Mbombela Stadium,Nelspruit,South Africa
6/15/2013,New Zealand,France,30,0,2013 French tour to New Zealand,Rugby League Park,Christchurch,New Zealand
6/22/2013,Scotland,Italy,30,29,South African Quadrangular tournament third place final,Loftus Versfeld,Pretoria,South Africa
6/22/2013,New Zealand,France,24,9,2013 French tour to New Zealand,Yarrow Stadium,New Plymouth,New Zealand
8/17/2013,South Africa,Argentina,73,13,2013 Rugby Championship,FNB Stadium,Johannesburg,South Africa
8/17/2013,Australia,New Zealand,29,47,2013 Rugby Championship,Stadium Australia,Sydney,Australia
8/24/2013,New Zealand,Australia,27,16,2013 Rugby Championship,Wellington Regional Stadium,Wellington,New Zealand
8/24/2013,Argentina,South Africa,17,22,2013 Rugby Championship,Malvinas Argentinas,Mendoza,Argentina
9/7/2013,New Zealand,Argentina,28,13,2013 Rugby Championship,Waikato Stadium,Hamilton,New Zealand
9/7/2013,Australia,South Africa,12,38,2013 Rugby Championship,Lang Park,Brisbane,Australia
9/14/2013,Australia,Argentina,14,13,2013 Rugby Championship,Subiaco Oval,Perth,Australia
9/14/2013,New Zealand,South Africa,29,15,2013 Rugby Championship,Eden Park,Auckland,New Zealand
9/28/2013,Argentina,New Zealand,15,33,2013 Rugby Championship,Estadio Único,La Plata,Argentina
9/28/2013,South Africa,Australia,28,8,2013 Rugby Championship,Newlands Stadium,Cape Town,South Africa
10/5/2013,South Africa,New Zealand,27,38,2013 Rugby Championship,Ellis Park,Johannesburg,South Africa
10/5/2013,Argentina,Australia,17,54,2013 Rugby Championship,Gigante de Arroyito,Rosario,Argentina
10/19/2013,New Zealand,Australia,41,33,2013 Autumn International,Forsyth Barr Stadium,Dunedin,New Zealand
11/2/2013,England,Australia,20,13,2013 Autumn International,Twickenham Stadium,London,England
11/9/2013,Wales,South Africa,15,24,2013 end-of-year test,Millennium Stadium,Cardiff,Wales
11/9/2013,France,New Zealand,19,26,2013 end-of year test,Stade de France,Saint-Denis,France
11/9/2013,Italy,Australia,20,50,2013 Autumn International,Stadio Olimpico di Torino,Turin,Italy
11/9/2013,England,Argentina,31,12,2013 Autumn International,Twickenham,London,England
11/16/2013,Wales,Argentina,40,6,2013 Autumn International,Millennium Stadium,Cardiff,Wales
11/16/2013,Ireland,Australia,15,32,2013 Autumn International,Lansdowne Road,Dublin,Ireland
11/16/2013,England,New Zealand,22,30,2013 Autumn International,Twickenham,London,England
11/17/2013,Scotland,South Africa,0,28,2013 Autumn International,Murrayfield,Edinburgh,Scotland
11/23/2013,France,South Africa,10,19,2013 end-of-year test,Stade de France,Saint-Denis,France
11/23/2013,Italy,Argentina,14,19,2013 end of year test,Stadio Olimpico,Rome,Italy
11/23/2013,Scotland,Australia,15,21,2013 Autumn International,Murrayfield Stadium,Edinburgh,Scotland
11/24/2013,Ireland,New Zealand,22,24,2013 Autumn International,Aviva Stadium,Dublin,Ireland
11/30/2013,Wales,Australia,26,30,2013 Autumn International,Millennium Stadium,Cardiff,Wales
2/1/2014,Wales,Italy,23,15,2014 Six Nations,Millennium Stadium,Cardiff,Wales
2/1/2014,France,England,26,24,2014 Six Nations Championship,Stade de France,Saint-Denis,France
2/2/2014,Ireland,Scotland,28,6,2014 Six Nations Championship,Aviva Stadium,Dublin,Ireland
2/8/2014,Ireland,Wales,26,3,2014 Six Nations Championship,Aviva Stadium,Dublin,Ireland
2/8/2014,Scotland,England,0,20,2014 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
2/9/2014,France,Italy,30,10,2014 Six Nations Championship,Stade de France,Saint-Denis,France
2/21/2014,Wales,France,27,6,2014 Six Nations Championship,Millennium Stadium,Cardiff,Wales
2/22/2014,Italy,Scotland,20,21,2014 Six Nations Championship,Stadio Olimpico,Rome,Italy
2/22/2014,England,Ireland,13,10,2014 Six Nations Championship,Twickenham,London,England
3/8/2014,Scotland,France,17,19,2014 Six Nations Championship,Murrayfield,Edinburgh,Scotland
3/8/2014,Ireland,Italy,46,7,2014 Six Nations Championship,Aviva Stadium,Dublin,Ireland
3/9/2014,England,Wales,29,18,2014 Six Nations Championship,Twickenham,London,England
3/15/2014,Italy,England,11,52,2014 Six Nations Championship,Stadio Olimpico,Rome,Italy
3/15/2014,Wales,Scotland,51,3,2014 Six Nations Championship,Millennium Stadium,Cardiff,Wales
3/15/2014,France,Ireland,20,22,2014 Six Nations Championship,Stade de France,Saint-Denis,France
6/7/2014,Argentina,Ireland,17,29,2014 Ireland rugby union tour of Argentina,Estadio Centenario,Resistencia,Argentina
6/7/2014,New Zealand,England,20,15,2014 England rugby union tour of New Zealand,Eden Park,Auckland,New Zealand
6/7/2014,Australia,France,50,23,2014 France tour of Australia,Lang Park,Brisbane,Australia
6/14/2014,Australia,France,6,0,2014 France tour of Australia,Docklands Stadium,Melbourne,Australia
6/14/2014,New Zealand,England,28,27,2014 England rugby union tour of New Zealand,Forsyth Barr Stadium,Dunedin,New Zealand
6/14/2014,Argentina,Ireland,17,23,2014 Ireland rugby union tour of Argentina,Estadio Monumental José Fierro,Tucumán,Argentina
6/14/2014,South Africa,Wales,38,16,2014 Wales tour of South Africa,Kings Park,Durban,South Africa
6/21/2014,Australia,France,39,13,2014 France tour of Australia,Sydney Football Stadium,Sydney,Australia
6/21/2014,South Africa,Wales,31,30,2014 Wales tour of South Africa,Mbombela Stadium,Nelspruit,South Africa
6/21/2014,New Zealand,England,36,13,2014 England rugby union tour of New Zealand,Waikato Stadium,Hamilton,New Zealand
6/21/2014,Argentina,Scotland,19,21,2014 Summer International,Estadio Mario Alberto Kempes,Córdoba,Argentina
6/28/2014,South Africa,Scotland,55,6,2014 Mid-year Test,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa
8/16/2014,Australia,New Zealand,12,12,2014 Rugby Championship,Stadium Australia,Sydney,Australia
8/16/2014,South Africa,Argentina,13,6,2014 Rugby Championship,Loftus Versfeld Stadium,Pretoria,South Africa
8/23/2014,Argentina,South Africa,31,33,2014 Rugby Championship,Estadio Padre Ernesto Martearena,Salta,Argentina
8/23/2014,New Zealand,Australia,51,20,2014 Rugby Championship,Eden Park,Auckland,New Zealand
9/6/2014,Australia,South Africa,24,23,2014 Rugby Championship,Subiaco Oval,Perth,Australia
9/6/2014,New Zealand,Argentina,28,9,2014 Rugby Championship,McLean Park,Napier,New Zealand
9/13/2014,New Zealand,South Africa,14,10,2014 Rugby Championship,Westpac Stadium,Wellington,New Zealand
9/13/2014,Australia,Argentina,32,25,2014 Rugby Championship,Robina Stadium,Gold Coast,Australia
9/27/2014,Argentina,New Zealand,13,34,2014 Rugby Championship,Estadio Único,La Plata,Argentina
9/27/2014,South Africa,Australia,28,10,2014 Rugby Championship,Newlands Stadium,Cape Town,South Africa
10/4/2014,Argentina,Australia,21,17,2014 Rugby Championship,Estadio Malvinas Argentinas,Mendoza,Argentina
10/4/2014,South Africa,New Zealand,27,25,2014 Rugby Championship,Ellis Park,Johannesburg,South Africa
10/18/2014,Australia,New Zealand,28,29,2014 Autumn International,Lang Park,Brisbane,Australia
11/8/2014,Scotland,Argentina,41,31,2014 Autumn International,Murrayfield Stadium,Edinburgh,Scotland
11/8/2014,England,New Zealand,21,24,2014 Autumn International,Twickenham,London,England
11/8/2014,Wales,Australia,28,33,2014 Autumn International,Millennium Stadium,Cardiff,Wales
11/8/2014,Ireland,South Africa,29,15,2014 end-of-year test,Aviva Stadium,Dublin,Ireland
11/15/2014,Italy,Argentina,18,20,2014 end of year test,Stadio Luigi Ferraris,Genoa,Italy
11/15/2014,France,Australia,29,26,2014 Autumn International,Stade de France,Saint-Denis,France
11/15/2014,England,South Africa,28,31,2014 Autumn International,Twickenham,London,England
11/15/2014,Scotland,New Zealand,16,24,2014 Autumn International,Murrayfield,Edinburgh,Scotland
11/22/2014,Wales,New Zealand,16,34,2014 Autumn International,Millennium Stadium,Cardiff,Wales
11/22/2014,France,Argentina,13,18,2014 Autumn International,Stade de France,Saint-Denis,France
11/22/2014,Italy,South Africa,6,22,2014 end-of-year test,Stadio Euganeo,Padua,Italy
11/22/2014,Ireland,Australia,26,23,2014 Autumn International,Lansdowne Road,Dublin,Ireland
11/29/2014,Wales,South Africa,12,6,2014 Autumn International,Millennium Stadium,Cardiff,Wales
11/29/2014,England,Australia,26,17,2014 Autumn International,Twickenham Stadium,London,England
2/6/2015,Wales,England,16,21,2015 Six Nations Championship,Millennium Stadium,Cardiff,Wales
2/7/2015,Italy,Ireland,3,26,2015 Six Nations Championship,Stadio Olimpico,Rome,Italy
2/7/2015,France,Scotland,15,8,2015 Six Nations Championship,Stade de France,Saint-Denis,France
2/14/2015,Ireland,France,18,11,2015 Six Nations Championship,Aviva Stadium,Dublin,Ireland
2/14/2015,England,Italy,47,17,2015 Six Nations Championship,Twickenham,London,England
2/15/2015,Scotland,Wales,23,26,2015 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
2/28/2015,Scotland,Italy,19,22,2015 Six Nations Championship,Murrayfield,Edinburgh,Scotland
2/28/2015,France,Wales,13,20,2015 Six Nations Championship,Stade de France,Paris,France
3/1/2015,Ireland,England,19,9,2015 Six Nations Championship,Aviva Stadium,Dublin,Ireland
3/14/2015,England,Scotland,25,13,2015 Six Nations Championship,Twickenham Stadium,London,England
3/14/2015,Wales,Ireland,23,16,2015 Six Nations Championship,Millennium Stadium,Cardiff,Wales
3/15/2015,Italy,France,0,29,2015 Six Nations Championship,Stadio Olimpico,Rome,Italy
3/21/2015,Scotland,Ireland,10,40,2015 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
3/21/2015,Italy,Wales,20,61,2015 Six Nations,Stadio Olimpico,Rome,Italy
3/21/2015,England,France,55,35,2015 Six Nations Championship,Twickenham,London,England
7/17/2015,New Zealand,Argentina,39,18,2015 Rugby Championship,AMI Stadium,Christchurch,New Zealand
7/18/2015,Australia,South Africa,24,20,2015 Rugby Championship,Lang Park,Brisbane,Australia
7/25/2015,South Africa,New Zealand,20,27,2015 Rugby Championship,Ellis Park,Johannesburg,South Africa
7/25/2015,Argentina,Australia,9,34,2015 Rugby Championship,Estadio Malvinas Argentinas,Mendoza,Argentina
8/8/2015,Australia,New Zealand,27,19,2015 Rugby Championship,Stadium Australia,Sydney,Australia
8/8/2015,Wales,Ireland,21,35,2015 Rugby World Cup warm-up tests,Millennium Stadium,Cardiff,Wales
8/8/2015,South Africa,Argentina,25,37,2015 Rugby Championship,Kings Park Stadium,Durban,South Africa
8/15/2015,England,France,19,14,2015 Rugby World Cup warm-up,Twickenham,London,England
8/15/2015,Ireland,Scotland,28,22,2015 Rugby World Cup warm-up tests,Aviva Stadium,Dublin,Ireland
8/15/2015,Argentina,South Africa,12,26,2015 Rugby World Cup warm-up match,José Amalfitani Stadium,Buenos Aires,Argentina
8/15/2015,New Zealand,Australia,41,13,2015 Rugby World Cup warm-up match,Eden Park,Auckland,New Zealand
8/22/2015,Italy,Scotland,12,16,2015 Rugby World Cup warm-ups,Stadio Olimpico di Torino,Turin,Italy
8/22/2015,France,England,25,20,2015 Rugby World Cup warm-up,Stade de France,Saint-Denis,France
8/29/2015,Ireland,Wales,10,16,2015 Rugby World Cup warm-up tests,Aviva Stadium,Dublin,Ireland
8/29/2015,Scotland,Italy,48,7,2015 Rugby World Cup warm-ups,Murrayfield,Edinburgh,Scotland
9/5/2015,Wales,Italy,23,19,2015 Rugby World Cup warm-up,Millennium Stadium,Cardiff,Wales
9/5/2015,England,Ireland,21,13,2015 Rugby World Cup Warm-up,Twickenham,London,England
9/5/2015,France,Scotland,19,16,2015 Rugby World Cup warm-up,Stade de France,Saint-Denis,France
9/19/2015,France,Italy,32,10,2015 Rugby World Cup Pool D,Twickenham Stadium,London,England
9/20/2015,New Zealand,Argentina,26,16,2015 Rugby World Cup Pool match,Wembley Stadium,London,England
9/26/2015,England,Wales,25,28,2015 Rugby World Cup Pool A,Twickenham,London,England
10/3/2015,South Africa,Scotland,34,16,2015 Rugby World Cup,St James Park,Newcastle,England
10/3/2015,England,Australia,13,33,2015 Rugby World Cup Pool match,Twickenham Stadium,London,England
10/4/2015,Ireland,Italy,16,9,2015 Rugby World Cup Pool D,Olympic Stadium,London,England
10/10/2015,Australia,Wales,15,6,2015 Rugby World Cup Pool match,Twickenham Stadium,London,England
10/11/2015,France,Ireland,9,24,2015 Rugby World Cup Pool D,Millennium Stadium,Cardiff,Wales
10/17/2015,South Africa,Wales,23,19,2015 Rugby World Cup Quarter-final,Twickenham Stadium,London,England
10/17/2015,New Zealand,France,62,13,2015 Rugby World Cup Quarter-final,Millennium Stadium,Cardiff,Wales
10/18/2015,Ireland,Argentina,20,43,2015 Rugby World Cup quarter-final,Millennium Stadium,Cardiff,Wales
10/18/2015,Australia,Scotland,35,34,2015 Rugby World Cup Quarter-final,Twickenham Stadium,London,England
10/24/2015,South Africa,New Zealand,18,20,2015 Rugby World Cup Semi-final,Twickenham Stadium,London,England
10/25/2015,Argentina,Australia,15,29,2015 Rugby World Cup Semi-finals,Twickenham,London,England
10/30/2015,South Africa,Argentina,24,13,2015 Rugby World Cup Bronze final,Olympic Stadium,London,England
10/31/2015,New Zealand,Australia,34,17,2015 Rugby World Cup Final,Twickenham Stadium,London,England
2/6/2016,France,Italy,23,21,2016 Six Nations Championship,Stade de France,Saint-Denis,France
2/6/2016,Scotland,England,9,15,2016 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
2/7/2016,Ireland,Wales,16,16,2016 Six Nations Championship,Aviva Stadium,Dublin,Ireland
2/13/2016,Wales,Scotland,27,23,2016 Six Nations Championship,Millennium Stadium,Cardiff,Wales
2/13/2016,France,Ireland,10,9,2016 Six Nations Championship,Stade de France,Saint-Denis,France
2/14/2016,Italy,England,9,40,2016 Six Nations Championship,Stadio Olimpico,Rome,Italy
2/26/2016,Wales,France,19,10,2016 Six Nations Championship,Millennium Stadium,Cardiff,Wales
2/27/2016,Italy,Scotland,20,36,2016 Six Nations Championship,Stadio Olimpico,Rome,Italy
2/27/2016,England,Ireland,21,10,2016 Six Nations Championship,Twickenham,London,England
3/12/2016,Ireland,Italy,58,15,2016 Six Nations Championship,Aviva Stadium,Dublin,Ireland
3/12/2016,England,Wales,25,21,2016 Six Nations Championship,Twickenham,London,England
3/13/2016,Scotland,France,29,18,2016 Six Nations Championship,Murrayfield,Edinburgh,Scotland
3/19/2016,Wales,Italy,67,14,2016 Six Nations,Millennium Stadium,Cardiff,Wales
3/19/2016,France,England,21,31,2016 Six Nations Championship,Stade de France,Saint-Denis,France
3/19/2016,Ireland,Scotland,35,25,2016 Six Nations Championship,Aviva Stadium,Dublin,Ireland
5/29/2016,England,Wales,27,13,2016 Summer International,Twickenham,London,England
6/11/2016,Australia,England,28,39,2016 England tour of Australia,Lang Park,Brisbane,Australia
6/11/2016,New Zealand,Wales,39,21,2016 Wales tour of New Zealand,Eden Park,Auckland,New Zealand
6/11/2016,South Africa,Ireland,20,26,2016 Ireland rugby union tour of South Africa,Newlands,Cape Town,South Africa
6/11/2016,Argentina,Italy,30,24,2016 mid year test,Estadio B.G Estanislao López,Santa Fe,Argentina
6/18/2016,South Africa,Ireland,32,26,2016 Ireland rugby union tour of South Africa,Ellis Park,Johannesburg,South Africa
6/18/2016,Australia,England,7,23,2016 England tour of Australia,Melbourne Rectangular Stadium,Melbourne,Australia
6/18/2016,New Zealand,Wales,36,22,2016 Wales tour of New Zealand,Wellington Regional Stadium,Wellington,New Zealand
6/19/2016,Argentina,France,30,19,2016 France tour of Argentina,Estadio Monumental José Fierro,Tucumán,Argentina
6/25/2016,New Zealand,Wales,46,6,2016 Wales tour of New Zealand,Forsyth Barr Stadium,Dunedin,New Zealand
6/25/2016,South Africa,Ireland,19,13,2016 Ireland rugby union tour of South Africa,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa
6/25/2016,Argentina,France,0,27,2016 France tour of Argentina,Estadio Monumental José Fierro,Tucumán,Argentina
6/25/2016,Australia,England,40,44,2016 England tour of Australia,Sydney Football Stadium,Sydney,Australia
8/20/2016,Australia,New Zealand,8,42,2016 Rugby Championship,Stadium Australia,Sydney,Australia
8/20/2016,South Africa,Argentina,30,23,2016 Rugby Championship,Mbombela Stadium,Mbombela,South Africa
8/27/2016,Argentina,South Africa,26,24,2016 Rugby Championship,Estadio Padre Ernesto Martearena,Salta,Argentina
8/27/2016,New Zealand,Australia,29,9,2016 Rugby Championship,Wellington Regional Stadium,Wellington,New Zealand
9/10/2016,New Zealand,Argentina,57,22,2016 Rugby Championship,Waikato Stadium,Hamilton,New Zealand
9/10/2016,Australia,South Africa,23,17,2016 Rugby Championship,Lang Park,Brisbane,Australia
9/17/2016,New Zealand,South Africa,41,13,2016 Rugby Championship,Rugby League Park,Christchurch,New Zealand
9/17/2016,Australia,Argentina,36,20,2016 Rugby Championship,Perth Oval,Perth,Australia
10/1/2016,Argentina,New Zealand,17,36,2016 Rugby Championship,José Amalfitani Stadium,Buenos Aires,Argentina
10/1/2016,South Africa,Australia,18,10,2016 Rugby Championship,Loftus Versfeld Stadium,Pretoria,South Africa
10/8/2016,Argentina,Australia,21,33,2016 Rugby Championship,Twickenham,London,England
10/8/2016,South Africa,New Zealand,15,57,2016 Rugby Championship,Kings Park Stadium,Durban,South Africa
10/22/2016,New Zealand,Australia,37,10,2016 Autumn International,Eden Park,Auckland,New Zealand
11/5/2016,Wales,Australia,8,32,2016 Autumn International,Millennium Stadium,Cardiff,Wales
11/5/2016,Ireland,New Zealand,40,29,2016 Autumn International,Soldier Field,Chicago,United States
11/12/2016,Italy,New Zealand,10,68,2016 end-of-year internationals,Stadio Olimpico,Rome,Italy
11/12/2016,Wales,Argentina,24,20,2016 Autumn International,Millennium Stadium,Cardiff,Wales
11/12/2016,Scotland,Australia,22,23,2016 Autumn International,Murrayfield Stadium,Edinburgh,Scotland
11/12/2016,England,South Africa,37,21,2016 Autumn International,Twickenham,London,England
11/19/2016,Scotland,Argentina,19,16,2016 Autumn International,Murrayfield Stadium,Edinburgh,Scotland
11/19/2016,Italy,South Africa,20,18,2016 end-of-year test,Stadio Artemio Franchi,Florence,Italy
11/19/2016,France,Australia,23,25,2016 Autumn International,Stade de France,Saint-Denis,France
11/19/2016,Ireland,New Zealand,9,21,2016 Autumn International,Aviva Stadium,Dublin,Ireland
11/26/2016,Wales,South Africa,27,13,2016 end-of-year test,Millennium Stadium,Cardiff,Wales
11/26/2016,Ireland,Australia,27,24,2016 Autumn International,Lansdowne Road,Dublin,Ireland
11/26/2016,France,New Zealand,19,24,2016 end-of year test,Stade de France,Saint-Denis,France
11/26/2016,England,Argentina,27,14,2016 Autumn International,Twickenham,London,England
12/3/2016,England,Australia,37,21,2016 Autumn International,Twickenham Stadium,London,England
2/4/2017,Scotland,Ireland,27,22,2017 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
2/4/2017,England,France,19,16,2017 Six Nations Championship,Twickenham,London,England
2/5/2017,Italy,Wales,7,33,2017 Six Nations,Stadio Olimpico,Rome,Italy
2/11/2017,Italy,Ireland,10,63,2017 Six Nations Championship,Stadio Olimpico,Rome,Italy
2/11/2017,Wales,England,16,21,2017 Six Nations Championship,Millennium Stadium,Cardiff,Wales
2/12/2017,France,Scotland,22,16,2017 Six Nations Championship,Stade de France,Saint-Denis,France
2/25/2017,Ireland,France,19,9,2017 Six Nations Championship,Aviva Stadium,Dublin,Ireland
2/25/2017,Scotland,Wales,29,13,2017 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
2/26/2017,England,Italy,36,15,2017 Six Nations Championship,Twickenham,London,England
3/10/2017,Wales,Ireland,22,9,2017 Six Nations Championship,Millennium Stadium,Cardiff,Wales
3/11/2017,England,Scotland,61,21,2017 Six Nations Championship,Twickenham Stadium,London,England
3/11/2017,Italy,France,18,40,2017 Six Nations Championship,Stadio Olimpico,Rome,Italy
3/18/2017,Scotland,Italy,29,0,2017 Six Nations Championship,Murrayfield,Edinburgh,Scotland
3/18/2017,France,Wales,20,18,2017 Six Nations Championship,Stade de France,Paris,France
3/18/2017,Ireland,England,13,9,2017 Six Nations Championship,Aviva Stadium,Dublin,Ireland
6/10/2017,Argentina,England,34,38,2017 England tour of Argentina,Estadio Bicentenario,San Juan,Argentina
6/10/2017,Italy,Scotland,13,34,2017 mid-year test,National Stadium,Singapore,Singapore
6/10/2017,South Africa,France,37,14,2017 France rugby union tour of South Africa,Loftus Versfeld,Pretoria,South Africa
6/17/2017,Argentina,England,25,35,2017 England tour of Argentina,Estadio Estanislao López,Santa Fe,Argentina
6/17/2017,Australia,Scotland,19,24,2017 Summer International,Sydney Football Stadium,Sydney,Australia
6/17/2017,South Africa,France,37,15,2017 France rugby union tour of South Africa,Kings Park,Durban,South Africa
6/24/2017,South Africa,France,35,12,2017 France rugby union tour of South Africa,Ellis Park,Johannesburg,South Africa
6/24/2017,Australia,Italy,40,27,2017 Summer International,Lang Park,Brisbane,Australia
8/19/2017,South Africa,Argentina,37,15,2017 Rugby Championship,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa
8/19/2017,Australia,New Zealand,34,54,2017 Rugby Championship,Stadium Australia,Sydney,Australia
8/26/2017,New Zealand,Australia,35,29,2017 Rugby Championship,Forsyth Barr Stadium,Dunedin,New Zealand
8/26/2017,Argentina,South Africa,23,41,2017 Rugby Championship,Estadio Padre Ernesto Martearena,Salta,Argentina
9/9/2017,New Zealand,Argentina,39,22,2017 Rugby Championship,Yarrow Stadium,New Plymouth,New Zealand
9/9/2017,Australia,South Africa,23,23,2017 Rugby Championship,Perth Oval,Perth,Australia
9/16/2017,Australia,Argentina,45,20,2017 Rugby Championship,Canberra Stadium,Canberra,Australia
9/16/2017,New Zealand,South Africa,57,0,2017 Rugby Championship,North Harbour Stadium,Albany,New Zealand
9/30/2017,South Africa,Australia,27,27,2017 Rugby Championship,Free State Stadium,Bloemfontein,South Africa
9/30/2017,Argentina,New Zealand,10,36,2017 Rugby Championship,José Amalfitani Stadium,Buenos Aires,Argentina
10/7/2017,Argentina,Australia,20,37,2017 Rugby Championship,Estadio Malvinas Argentinas,Mendoza,Argentina
10/7/2017,South Africa,New Zealand,24,25,2017 Rugby Championship,Newlands,Cape Town,South Africa
10/21/2017,Australia,New Zealand,23,18,2017 Autumn International,Lang Park,Brisbane,Australia
11/11/2017,Wales,Australia,21,29,2017 Autumn International,Millennium Stadium,Cardiff,Wales
11/11/2017,Ireland,South Africa,38,3,2017 end-of-year test,Aviva Stadium,Dublin,Ireland
11/11/2017,England,Argentina,21,8,2017 Autumn International,Twickenham,London,England
11/11/2017,France,New Zealand,18,38,2017 end-of year test,Stade de France,Saint-Denis,France
11/18/2017,Scotland,New Zealand,17,22,2017 Autumn International,Murrayfield,Edinburgh,Scotland
11/18/2017,Italy,Argentina,15,31,2017 end of year test,Stadio Artemio Franchi,Florence,Italy
11/18/2017,France,South Africa,17,18,2017 end-of-year test,Stade de France,Saint-Denis,France
11/18/2017,England,Australia,30,6,2017 Autumn International,Twickenham Stadium,London,England
11/25/2017,Scotland,Australia,53,24,2017 Autumn International,Murrayfield Stadium,Edinburgh,Scotland
11/25/2017,Ireland,Argentina,28,19,2017 Autumn Internationals,Aviva Stadium,Dublin,Ireland
11/25/2017,Wales,New Zealand,18,33,2017 Autumn International,Millennium Stadium,Cardiff,Wales
11/25/2017,Italy,South Africa,6,35,2017 end-of-year test,Stadio Euganeo,Padua,Italy
12/2/2017,Wales,South Africa,24,22,2017 end-of-year test,Millennium Stadium,Cardiff,Wales
2/3/2018,Wales,Scotland,34,7,2018 Six Nations Championship,Millennium Stadium,Cardiff,Wales
2/3/2018,France,Ireland,13,15,2018 Six Nations Championship,Stade de France,Saint-Denis,France
2/4/2018,Italy,England,15,46,2018 Six Nations Championship,Stadio Olimpico,Rome,Italy
2/10/2018,England,Wales,12,6,2018 Six Nations Championship,Twickenham,London,England
2/10/2018,Ireland,Italy,56,19,2018 Six Nations Championship,Aviva Stadium,Dublin,Ireland
2/11/2018,Scotland,France,32,26,2018 Six Nations Championship,Murrayfield,Edinburgh,Scotland
2/23/2018,France,Italy,34,17,2018 Six Nations Championship,Stade Vélodrome,Marseille,France
2/24/2018,Ireland,Wales,37,27,2018 Six Nations Championship,Aviva Stadium,Dublin,Ireland
2/24/2018,Scotland,England,25,13,2018 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland
3/10/2018,Ireland,Scotland,28,8,2018 Six Nations Championship,Aviva Stadium,Dublin,Ireland
3/10/2018,France,England,22,16,2018 Six Nations Championship,Stade de France,Saint-Denis,France
3/11/2018,Wales,Italy,38,14,2018 Six Nations,Millennium Stadium,Cardiff,Wales
3/17/2018,Italy,Scotland,27,29,2018 Six Nations Championship,Stadio Olimpico,Rome,Italy
3/17/2018,Wales,France,14,13,2018 Six Nations Championship,Millennium Stadium,Cardiff,Wales
3/17/2018,England,Ireland,15,24,2018 Six Nations Championship,Twickenham,London,England
6/2/2018,South Africa,Wales,20,22,2018 mid-year test,RFK Stadium,Washington,United States
6/9/2018,New Zealand,France,52,11,2018 French tour to New Zealand,Eden Park,Auckland,New Zealand
6/9/2018,Australia,Ireland,18,9,2018 Ireland tour of Australia,Lang Park,Brisbane,Australia
6/9/2018,Argentina,Wales,10,23,2018 Wales tour of Argentina and North America,Estadio San Juan del Bicentenario,San Juan,Argentina
